date,cpaltt01usm659n,unemp,t,covid
2012-04-01,2.3027399,7.6999998,628,0
2012-05-01,1.7042538,7.9000001,629,0
2012-06-01,1.6639937,8.3999996,630,0
2012-07-01,1.4084507,8.6000004,631,0
2012-08-01,1.692379,8.1999998,632,0
2012-09-01,1.9912821,7.5999999,633,0
2012-10-01,2.1623435,7.5,634,0
2012-11-01,1.7641338,7.4000001,635,0
2012-12-01,1.7410223,7.5999999,636,0
2013-01-01,1.5948647,8.5,637,0
2013-02-01,1.9779235,8.1000004,638,0
2013-03-01,1.4738963,7.5999999,639,0
2013-04-01,1.0630854,7.0999999,640,0
2013-05-01,1.3619651,7.3000002,641,0
2013-06-01,1.7544166,7.8000002,642,0
2013-07-01,1.9606816,7.6999998,643,0
2013-08-01,1.5183675,7.3000002,644,0
2013-09-01,1.1849253,7,645,0
2013-10-01,.96361268,7,646,0
2013-11-01,1.2370722,6.5999999,647,0
2013-12-01,1.5017356,6.5,648,0
2014-01-01,1.5789474,7,649,0
2014-02-01,1.1263492,7,650,0
2014-03-01,1.5122029,6.8000002,651,0
2014-04-01,1.9528579,5.9000001,652,0
2014-05-01,2.1271114,6.0999999,653,0
2014-06-01,2.0723414,6.3000002,654,0
2014-07-01,1.9923286,6.5,655,0
2014-08-01,1.6996113,6.3000002,656,0
2014-09-01,1.6579187,5.6999998,657,0
2014-10-01,1.6643403,5.5,658,0
2014-11-01,1.3223552,5.5,659,0
2014-12-01,.75649327,5.4000001,660,0
2015-01-01,-.089348316,6.0999999,661,0
2015-02-01,-.025129803,5.8000002,662,0
2015-03-01,-.073637389,5.5999999,663,0
2015-04-01,-.19951744,5.0999999,664,0
2015-05-01,-.039932746,5.3000002,665,0
2015-06-01,.12377121,5.5,666,0
2015-07-01,.16956978,5.5999999,667,0
2015-08-01,.1950793,5.1999998,668,0
2015-09-01,-.036129747,4.9000001,669,0
2015-10-01,.17057444,4.8000002,670,0
2015-11-01,.50179756,4.8000002,671,0
2015-12-01,.72951978,4.8000002,672,0
2016-01-01,1.3730868,5.3000002,673,0
2016-02-01,1.0177997,5.1999998,674,0
2016-03-01,.8525362,5.0999999,675,0
2016-04-01,1.1251104,4.6999998,676,0
2016-05-01,1.0193225,4.5,677,0
2016-06-01,.99732649,5.0999999,678,0
2016-07-01,.82713884,5.0999999,679,0
2016-08-01,1.0628746,5,680,0
2016-09-01,1.4637836,4.8000002,681,0
2016-10-01,1.6359875,4.6999998,682,0
2016-11-01,1.6925372,4.4000001,683,0
2016-12-01,2.0746222,4.5,684,0
2017-01-01,2.5000422,5.0999999,685,0
2017-02-01,2.7379582,4.9000001,686,0
2017-03-01,2.3806124,4.5999999,687,0
2017-04-01,2.1996899,4.0999999,688,0
2017-05-01,1.8748777,4.0999999,689,0
2017-06-01,1.6334879,4.5,690,0
2017-07-01,1.7279785,4.5999999,691,0
2017-08-01,1.9389743,4.5,692,0
2017-09-01,2.2329638,4.0999999,693,0
2017-10-01,2.0411286,3.9000001,694,0
2017-11-01,2.2025828,3.9000001,695,0
2017-12-01,2.1090825,3.9000001,696,0
2018-01-01,2.0705075,4.5,697,0
2018-02-01,2.2117953,4.4000001,698,0
2018-03-01,2.3597114,4.0999999,699,0
2018-04-01,2.462744,3.7,700,0
2018-05-01,2.8010118,3.5999999,701,0
2018-06-01,2.8715479,4.1999998,702,0
2018-07-01,2.9495151,4.0999999,703,0
2018-08-01,2.6991801,3.9000001,704,0
2018-09-01,2.2769723,3.5999999,705,0
2018-10-01,2.52247,3.5,706,0
2018-11-01,2.1766009,3.5,707,0
2018-12-01,1.9101589,3.7,708,0
2019-01-01,1.5512351,4.4000001,709,0
2019-02-01,1.5201353,4.0999999,710,0
2019-03-01,1.8625227,3.9000001,711,0
2019-04-01,1.9964398,3.3,712,0
2019-05-01,1.7902285,3.4000001,713,0
2019-06-01,1.6484847,3.8,714,0
2019-07-01,1.8114648,4,715,0
2019-08-01,1.7497799,3.8,716,0
2019-09-01,1.7113045,3.3,717,0
2019-10-01,1.764043,3.3,718,0
2019-11-01,2.0512779,3.3,719,0
2019-12-01,2.2851298,3.4000001,720,0
2020-01-01,2.486572,4,721,0
2020-02-01,2.3348737,3.8,722,0
2020-03-01,1.539327,4.5,723,0
2020-04-01,.32909667,14.4,724,1
2020-05-01,.11792637,13,725,1
2020-06-01,.64573306,11.2,726,1
2020-07-01,.98608184,10.5,727,1
2020-08-01,1.3096454,8.5,728,1
2020-09-01,1.3713249,7.6999998,729,1
2020-10-01,1.1820662,6.5999999,730,1
2020-11-01,1.1745358,6.4000001,731,1
2020-12-01,1.3620055,6.5,732,1
2021-01-01,1.3997698,6.8000002,733,1
2021-02-01,1.6762152,6.5999999,734,1
2021-03-01,2.6197624,6.1999998,735,1
2021-04-01,4.1596947,5.6999998,736,1
2021-05-01,4.9927068,5.5,737,1
2021-06-01,5.3914514,6.0999999,738,1
2021-07-01,5.3654752,5.6999998,739,1
2021-08-01,5.2512717,5.3000002,740,1
